system:index,def,month,pdsi,plot_id,pr,soil,status,timestamp,tmmx,vpd,.geo
197710_1,415.0,197710,-560.0,JacksonWY,23.0,118.0,permanent,2.44512E11,154.0,60.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197710_2,0.0,197710,-216.0,BellinghamWA,73.0,732.0,permanent,2.44512E11,144.0,32.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197710_3,778.0,197710,-427.0,StanfordCA,6.0,41.0,permanent,2.44512E11,224.0,72.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197711_0,339.0,197711,-334.0,BoulderCO,23.0,17.0,permanent,2.471904E11,117.0,55.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197711_1,0.0,197711,-506.0,JacksonWY,46.0,118.0,permanent,2.471904E11,47.0,32.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197711_2,0.0,197711,-221.0,BellinghamWA,156.0,1539.0,permanent,2.471904E11,82.0,22.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197711_3,0.0,197711,-413.0,StanfordCA,56.0,143.0,permanent,2.471904E11,194.0,45.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197712_0,249.0,197712,-384.0,BoulderCO,10.0,17.0,permanent,2.497824E11,90.0,53.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197712_1,0.0,197712,-386.0,JacksonWY,78.0,118.0,permanent,2.497824E11,2.0,23.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197712_2,0.0,197712,-179.0,BellinghamWA,159.0,1539.0,permanent,2.497824E11,65.0,24.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197712_3,0.0,197712,-332.0,StanfordCA,97.0,779.0,permanent,2.497824E11,158.0,27.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197801_0,0.0,197801,-329.0,BoulderCO,17.0,17.0,permanent,2.524608E11,41.0,43.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197801_1,0.0,197801,-293.0,JacksonWY,60.0,118.0,permanent,2.524608E11,-18.0,24.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197801_2,0.0,197801,-234.0,BellinghamWA,90.0,1539.0,permanent,2.524608E11,66.0,19.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197801_3,0.0,197801,-152.0,StanfordCA,183.0,1352.0,permanent,2.524608E11,153.0,33.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197802_0,0.0,197802,-274.0,BoulderCO,15.0,48.0,permanent,2.551392E11,55.0,46.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197802_1,0.0,197802,-164.0,JacksonWY,63.0,118.0,permanent,2.551392E11,3.0,23.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197802_2,0.0,197802,-271.0,BellinghamWA,73.0,1539.0,permanent,2.551392E11,98.0,29.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197802_3,0.0,197802,-83.0,StanfordCA,84.0,1352.0,permanent,2.551392E11,160.0,34.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197803_0,476.0,197803,-309.0,BoulderCO,30.0,44.0,permanent,2.575584E11,139.0,70.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197803_1,0.0,197803,-193.0,JacksonWY,17.0,376.0,permanent,2.575584E11,70.0,27.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197803_2,0.0,197803,-255.0,BellinghamWA,84.0,1539.0,permanent,2.575584E11,114.0,26.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197803_3,0.0,197803,273.0,StanfordCA,115.0,1352.0,permanent,2.575584E11,186.0,50.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197804_0,639.0,197804,-298.0,BoulderCO,55.0,41.0,permanent,2.602368E11,177.0,82.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197804_1,0.0,197804,-183.0,JacksonWY,39.0,1526.0,permanent,2.602368E11,96.0,32.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197804_2,0.0,197804,-238.0,BellinghamWA,74.0,1539.0,permanent,2.602368E11,133.0,36.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197804_3,18.0,197804,388.0,StanfordCA,97.0,1321.0,permanent,2.602368E11,179.0,48.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197805_0,291.0,197805,-148.0,BoulderCO,128.0,38.0,permanent,2.628288E11,203.0,87.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197805_1,129.0,197805,-118.0,JacksonWY,55.0,1304.0,permanent,2.628288E11,142.0,46.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197805_2,84.0,197805,-195.0,BellinghamWA,71.0,1395.0,permanent,2.628288E11,164.0,46.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197805_3,764.0,197805,536.0,StanfordCA,0.0,497.0,permanent,2.628288E11,240.0,97.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197806_0,1457.0,197806,-150.0,BoulderCO,44.0,35.0,permanent,2.655072E11,276.0,155.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197806_1,668.0,197806,-161.0,JacksonWY,13.0,555.0,permanent,2.655072E11,221.0,97.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197806_2,364.0,197806,-205.0,BellinghamWA,36.0,858.0,permanent,2.655072E11,218.0,70.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197806_3,1354.0,197806,460.0,StanfordCA,1.0,344.0,permanent,2.655072E11,234.0,88.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197807_0,1782.0,197807,-203.0,BoulderCO,26.0,33.0,permanent,2.680992E11,318.0,197.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197807_1,1457.0,197807,-198.0,JacksonWY,14.0,386.0,permanent,2.680992E11,268.0,123.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197807_2,686.0,197807,-232.0,BellinghamWA,22.0,491.0,permanent,2.680992E11,231.0,73.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197807_3,1579.0,197807,397.0,StanfordCA,0.0,267.0,permanent,2.680992E11,246.0,92.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197808_0,1496.0,197808,-217.0,BoulderCO,25.0,31.0,permanent,2.707776E11,295.0,167.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197808_1,1003.0,197808,-162.0,JacksonWY,39.0,300.0,permanent,2.707776E11,250.0,124.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197808_2,258.0,197808,-157.0,BellinghamWA,81.0,394.0,permanent,2.707776E11,226.0,68.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197808_3,1505.0,197808,338.0,StanfordCA,0.0,219.0,permanent,2.707776E11,256.0,99.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197809_0,1297.0,197809,-291.0,BoulderCO,9.0,30.0,permanent,2.73456E11,266.0,131.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197809_1,401.0,197809,-112.0,JacksonWY,49.0,246.0,permanent,2.73456E11,194.0,66.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197809_2,0.0,197809,152.0,BellinghamWA,110.0,865.0,permanent,2.73456E11,178.0,35.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197809_3,1064.0,197809,312.0,StanfordCA,9.0,186.0,permanent,2.73456E11,260.0,88.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197810_0,633.0,197810,-233.0,BoulderCO,42.0,28.0,permanent,2.76048E11,203.0,108.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197810_1,634.0,197810,-201.0,JacksonWY,3.0,210.0,permanent,2.76048E11,160.0,67.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197810_2,0.0,197810,76.0,BellinghamWA,42.0,883.0,permanent,2.76048E11,157.0,31.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197810_3,858.0,197810,204.0,StanfordCA,0.0,162.0,permanent,2.76048E11,234.0,78.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197811_0,451.0,197811,-279.0,BoulderCO,12.0,27.0,permanent,2.787264E11,108.0,56.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197811_1,0.0,197811,-199.0,JacksonWY,40.0,210.0,permanent,2.787264E11,22.0,30.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197811_2,0.0,197811,-105.0,BellinghamWA,129.0,1539.0,permanent,2.787264E11,72.0,21.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197811_3,0.0,197811,144.0,StanfordCA,54.0,171.0,permanent,2.787264E11,167.0,42.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197812_0,0.0,197812,-192.0,BoulderCO,30.0,27.0,permanent,2.813184E11,32.0,31.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197812_1,0.0,197812,-140.0,JacksonWY,68.0,210.0,permanent,2.813184E11,-61.0,13.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197812_2,0.0,197812,-184.0,BellinghamWA,82.0,1539.0,permanent,2.813184E11,53.0,20.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197812_3,149.0,197812,-221.0,StanfordCA,18.0,151.0,permanent,2.813184E11,130.0,27.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197901_0,0.0,197901,-147.0,BoulderCO,16.0,27.0,permanent,2.839968E11,3.0,30.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197901_1,0.0,197901,-107.0,JacksonWY,55.0,210.0,permanent,2.839968E11,-83.0,21.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197901_2,0.0,197901,-282.0,BellinghamWA,46.0,1539.0,permanent,2.839968E11,30.0,18.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197901_3,0.0,197901,-164.0,StanfordCA,141.0,1075.0,permanent,2.839968E11,131.0,31.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197902_0,0.0,197902,-127.0,BoulderCO,9.0,152.0,permanent,2.866752E11,81.0,55.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197902_1,0.0,197902,42.0,JacksonWY,41.0,210.0,permanent,2.866752E11,-7.0,23.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197902_2,0.0,197902,-226.0,BellinghamWA,117.0,1539.0,permanent,2.866752E11,72.0,21.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197902_3,0.0,197902,-92.0,StanfordCA,97.0,1352.0,permanent,2.866752E11,150.0,34.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197903_0,0.0,197903,-83.0,BoulderCO,61.0,206.0,permanent,2.890944E11,116.0,57.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197903_1,0.0,197903,-18.0,JacksonWY,21.0,210.0,permanent,2.890944E11,40.0,20.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197903_2,21.0,197903,-294.0,BellinghamWA,53.0,1502.0,permanent,2.890944E11,124.0,39.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197903_3,70.0,197903,-83.0,StanfordCA,60.0,1232.0,permanent,2.890944E11,172.0,46.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197904_0,687.0,197904,-108.0,BoulderCO,48.0,143.0,permanent,2.917728E11,171.0,84.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197904_1,0.0,197904,-70.0,JacksonWY,16.0,1526.0,permanent,2.917728E11,93.0,35.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197904_2,8.0,197904,-283.0,BellinghamWA,68.0,1488.0,permanent,2.917728E11,134.0,36.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
197904_3,319.0,197904,-56.0,StanfordCA,26.0,758.0,permanent,2.917728E11,190.0,55.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.17018859539013,37.4280580688835],[-122.16985086935638,37.4280580688835],[-122.16985086935638,37.4283279829893],[-122.17018859539013,37.4283279829893],[-122.17018859539013,37.4280580688835]]]}"
197905_0,297.0,197905,155.0,BoulderCO,115.0,111.0,permanent,2.943648E11,199.0,104.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-105.24266519916057,40.009675461056084],[-105.24231504705735,40.009675461056084],[-105.24231504705735,40.009945375161884],[-105.24266519916057,40.009945375161884],[-105.24266519916057,40.009675461056084]]]}"
197905_1,201.0,197905,-125.0,JacksonWY,23.0,1180.0,permanent,2.943648E11,166.0,70.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.78694736645964,43.43231606888349],[-110.78657804819923,43.43231606888349],[-110.78657804819923,43.4325859829893],[-110.78694736645964,43.4325859829893],[-110.78694736645964,43.43231606888349]]]}"
197905_2,253.0,197905,-320.0,BellinghamWA,36.0,1075.0,permanent,2.943648E11,177.0,54.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-122.48695999140925,48.73383706888347],[-122.48655336409666,48.73383706888347],[-122.48655336409666,48.73410698298931],[-122.48695999140925,48.73410698298931],[-122.48695999140925,48.73383706888347]]]}"
